cd	track	track_title	recording_title	chorale	recording_id		cd	track	title	bwv	text		playlist_position	Song	Artist	Popularity	BPM	Genres	Album	Album Date	Time	Dance	Energy	Acoustic	Instrumental	Happy	Speech	Live	Loud (Db)	Key	Time Signature	Added At	Spotify Track Id	Album Label	Camelot	ISRC
5	28	Das walt. mein Gott BWV291	Das walt' mein Gott, BWV 291	59	76a7fe9c-d637-4770-8bad-b475ce20efa9		3	26	Das walt' mein Gott	291	Das walt' mein Gott		230	Das walt' mein Gott, BWV 291	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	72	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:26	23	9	89	3	34	0	10	-23	E Major	5	2024-07-26	3Vqjx49ts7jntdtwXjaLyk	undefined	12B	NLY331107266
5	29	Den Vater dort oben BWV292	Den Vater dort oben, BWV 292	60	9fa36f94-13f8-44b1-a156-e1340e6323b0		3	27	Den Vater dort oben	292	Den Vater dort oben		231	Den Vater dort oben, BWV 292	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	170	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:58	13	10	81	1	28	0	10	-22	B Major	5	2024-07-26	1zDWwbrCRfBTeBcH4WIeOd	undefined	1B	NLY331107267
5	30	Der du bist drei in Einigkeit BWV293	Der du bist drei in Einigkeit, BWV 295	61	5b4d3d24-3a03-43b3-9ac3-68605de980bf		3	28	Der du bist drei in Einigkeit	293	Der du bist drei in Einigkeit		232	Der du bist drei in Einigkeit, BWV 293	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:35	16	11	95	0	74	0	10	-19	G#/A♭ Minor	3	2024-07-26	5EZok2cQSxDvxobd2Qm9sp	undefined	1A	NLY331107268
3	3	Der Tag, der ist so freudenreich BWV294	Der Tag, der ist so freudenreich, BWV 294	62	423025df-ffe1-4948-9d5c-2e323f25b6a5		2	5	Der Tag, der ist so freudenreich	294	Der Tag, der ist so freudenreich		107	Der Tag, der ist so freudenreich, BWV 294	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	88	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:08	22	14	95	0	53	0	10	-18	F#/G♭ Major	4	2024-07-26	48zW5jkSdqmZrmHwDjYNzP	undefined	2B	NLY331107143
4	16	Des heil.gen Geistes reiche Gnad. BWV205	Des heil'gen Geistes reiche Gnad', BWV 205	63	5f875f1d-e11c-4bec-9346-b89b67617b2a		2	59	Des heil'gen Geistes reiche Gnad'	205	Des heil'gen Geistes reiche Gnad'		161	Des heil'gen Geistes reiche Gnad', BWV 205	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:45	21	7	89	1	26	0	10	-22	C♯/D♭ Minor	3	2024-07-26	7MKWjR9rX7JaEVDDhIauNu	undefined	12A	NLY331107197
5	31	Die Nacht ist kommen BWV296	Die nacht ist kommen, BWV 296	64	6ee85743-c42b-4f73-9ac2-02a1b4747052		3	29	Die Nacht ist kommen	296	Die Nacht ist kommen		233	Die Nacht ist kommen, BWV 296	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	74	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:50	24	14	96	1	33	0	20	-19	G#/A♭ Minor	1	2024-07-26	5wH3URdGynmRvc0Zkie5b2	undefined	1A	NLY331107269
5	32	Die Sonn. hat sich mit ihrem Glanz BWV297	Die Sonn' hat sich mit ihrem Glanz, BWV 297	65	cfff8cf3-e438-4034-92e8-7b0dc453fb6e		3	30	Die Sonn' hat sich mit ihrem Glanz	297	Die Sonn' hat sich mit ihrem Glanz		234	Die Sonn' hat sich mit ihrem Glanz, BWV 297	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	189	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:51	10	17	91	0	15	0	10	-20	C♯/D♭ Minor	3	2024-07-26	7gaFJsWMIBUmMEiRUW7fwN	undefined	12A	NLY331107270
3	36	Dies sind die heil.gen zehn Gebot. BWV298	Dies sind die heil'gen zehn Gebot', BWV 298	66	9fdf76a5-df84-4c0e-83ef-c74653db5868		2	38	Dies sind die heil'gen zehn Gebot'	298	Dies sind die heil'gen zehn Gebot'		140	Dies sind die heil'gen zehn Gebot', BWV 298	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1		classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:41											2024-07-26	0ULHoj75aNsQCYazXAxtkk	undefined	12B	NLY331107176
5	33	Dir, dir, Jehova, will ich singen BWV299	Dir, dir, Jehova, will ich singen, BWV 299	67	85be0286-3b51-4d03-a2a5-5a54c3bac710		3	31	Dir, dir, Jehova, will ich singen	299	Dir, dir, Jehova, will ich singen		235	Dir, dir, Jehova, will ich singen, BWV 299	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	37	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:48	37	13	89	0	48	0	10	-19	A Major	3	2024-07-26	5bIe3fxcWTIH9xqPxK1uuF	undefined	11B	NLY331107271
5	34	Du Friedefürst, Herr Jesu Christ (Cantata BWV67)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 67	68	3a01bbc3-a543-4c07-b603-00d821072266		3	32	Du Friedefürst, Herr Jesu Christ	67	Du Friedefürst, Herr Jesu Christ		236	Du Friedefürst, Herr Jesu Christ (Cantata, BWV 67)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	84	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:47	31	14	98	0	45	0	10	-19	G#/A♭ Major	4	2024-07-26	4D4MLD6cnbgvwroQ3wAzVi	undefined	4B	NLY331107272
5	35	Du Friedefürst, Herr Jesu Christ (Cantata BWV116)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 116	69	477f8e79-f133-4674-b70d-4cb93f56c3c5		3	33	Du Friedefürst, Herr Jesu Christ	116	Du Friedefürst, Herr Jesu Christ		237	Du Friedefürst, Herr Jesu Christ (Cantata, BWV 116)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:51	27	15	97	0	30	0	10	-19	G#/A♭ Major	5	2024-07-26	75B0roBOL7kAlTiAYKQZZM	undefined	4B	NLY331107273
4	17	Du grosser Schmerzensmann BWV300	Du grosser Schmerzensmann, BWV 300	70	e0ce0d14-e236-487f-b5a5-1dcf2d25aa07		2	60	Du grosser Schmerzensmann	300	Du grosser Schmerzensmann		162	Du grosser Schmerzensmann, BWV 300	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:00	21	16	97	0	18	0	10	-19	F#/G♭ Major	4	2024-07-26	1GquEtIg0QU5oIKC52RxMB	undefined	2B	NLY331107198
5	36	Du, o schönes Weltgebäude BWV301	Du, o schönes Weltgebäude, BWV 301	71	f1c3c099-e541-493d-a716-9535ee8f3cd5		3	34	Du, o schönes Weltgebäude	301	Du, o schönes Weltgebäude		238	Du, o schönes Weltgebäude, BWV 301	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:10	27	16	94	0	14	0	10	-19	C♯/D♭ Minor	4	2024-07-26	3KfllDcph9WwxANM4intYw	undefined	12A	NLY331107274
5	37	Du, o schönes Weltgebäude (Cantata BWV56)	Du, o schönes Weltgebäude, Cantata BWV 56	72	3cd8e56a-f820-4f0b-8124-daabd05c95ec		3	35	Du, o schönes Weltgebäude	56	Du, o schönes Weltgebäude		239	Du, o schönes Weltgebäude (Cantata, BWV 56)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	168	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:34	10	6	96	2	5	0	10	-25	B Minor	5	2024-07-26	3M79p72W7d82BEDnF0eBxr	undefined	10A	NLY331107275
5	38	Durch Adams Fall ist ganz verderbt (Cantata BWV18)	Durch Adams Fall ist ganz verderbt, Cantata BWV 18	73	45e0dd14-4425-4eb9-8891-b7e4c7bd91c5		3	36	Durch Adams Fall ist ganz verderbt	18	Durch Adams Fall ist ganz verderbt		240	Durch Adams Fall ist ganz verderbt (Cantata, BWV 18)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:56	19	13	91	0	39	0	10	-22	F#/G♭ Minor	4	2024-07-26	0gKWojb7WtgzfTx4OWNtXE	undefined	11A	NLY331107276
5	39	Ein. feste Burg ist unser Gott BWV302	Ein' feste Burg ist unser Gott, BWV 302	74	ec595aa2-1332-4f85-a9cf-c64c527d6c2b		3	37	Ein' feste Burg ist unser Gott	302	Ein' feste Burg ist unser Gott		241	Ein' feste Burg ist unser Gott, BWV 302	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:55	31	10	90	1	81	0	10	-16	C♯/D♭ Major	4	2024-07-26	2DrOJ7XtZ06MJxL34ztD6a	undefined	3B	NLY331107277
5	40	Ein. feste Burg ist unser Gott BWV303	Ein' feste Burg ist unser Gott, BWV 303	75	5368cf02-1951-41cb-937f-9fcbe4fb2243		3	38	Ein' feste Burg ist unser Gott	303	Ein' feste Burg ist unser Gott		242	Ein' feste Burg ist unser Gott, BWV 303	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:56	23	24	98	0	67	0	10	-16	C♯/D♭ Major	4	2024-07-26	07nIUn5QgKACjBJdbv9f3j	undefined	3B	NLY331107278
5	41	Ein. feste Burg ist unser Gott (Cantata BWV80)	Ein' feste Burg ist unser Gott, Cantata BWV 80	76	d9ca4e75-62d1-4aca-a7af-86a5b5afc32e		3	39	Ein' feste Burg ist unser Gott	80	Ein' feste Burg ist unser Gott		243	Ein' feste Burg ist unser Gott (Cantata, BWV 80)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	109	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	25	14	98	0	39	0	10	-19	C♯/D♭ Major	3	2024-07-26	3JSN4HIrcY1fCbS8Ec7tox	undefined	3B	NLY331107279
5	42	Eins ist noth, ach Herr, dies Eine BWV304	Eins ist noth, ach Herr, dies Eine, BWV 304	77	1d67371c-3f4d-4880-b3ca-a68f89d416b7		3	40	Eins ist noth, ach Herr, dies Eine	304	Eins ist noth, ach Herr, dies Eine		244	Eins ist noth, ach Herr, dies Eine, BWV 304	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	88	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:52	30	15	96	0	79	0	20	-18	C♯/D♭ Major	4	2024-07-26	3wmrvMoDs2eiC3gFYwzaHP	undefined	3B	NLY331107280
5	43	Erbarm. dich mein, o Herre Gott BWV305	Erbarm' dich mein, o Herre Gott, BWV 305	78	1ea42cd0-2480-429a-ae44-4bf67ccc547a		3	41	Erbarm' dich mein, o Herre Gott	305	Erbarm' dich mein, o Herre Gott		245	Erbarm' dich mein, o Herre Gott, BWV 305	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	67	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:19	22	15	87	1	23	0	10	-20	B Major	4	2024-07-26	57rcKiGOg21hvMvMXuLm05	undefined	1B	NLY331107281
5	44	Erhalt. uns, Herr, bei deinem Wort (Cantata BWV6)	Erhalt' uns, Herr, bei deinem Wort, Cantata BWV 6	79	352cbd31-052c-44ac-9820-9b6d359625ea		3	42	Erhalt' uns, Herr, bei deinem Wort	6	Erhalt' uns, Herr, bei deinem Wort		246	Erhalt' uns, Herr, bei deinem Wort (Cantata, BWV 6)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	0	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	0	17	92	1	0	0	10	-19	F#/G♭ Minor	0	2024-07-26	3C6Yu7FKFgL7jfzVDVqojg	undefined	11A	NLY331107282
3	4	Ermuntre dich, mein schwacher Geist (Christmas Oratorio BWV248)	Ermuntre dich, mein schwacher Geist, Christmas Oratorio BWV 248	80	5f64592b-56fa-4db2-a828-1e635ab77e3d		2	6	Ermuntre dich, mein schwacher Geist	248	Ermuntre dich, mein schwacher Geist		108	Ermuntre dich, mein schwacher Geist (Christmas Oratorio, BWV 248)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	84	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:52	15	22	97	0	25	0	10	-18	F#/G♭ Major	4	2024-07-26	1l1lNQXo0deednWiJt5YSr	undefined	2B	NLY331107144
4	18	Ermuntre dich, mein schwacher Geist (Cantata BWV43)	Ermuntre dich, mein schwacher Geist, Cantata BWV 45	81	d2803e59-cf70-4f0c-9195-09ff94be1057		2	61	Ermuntre dich, mein schwacher Geist	43	Ermuntre dich, mein schwacher Geist		163	Ermuntre dich, mein schwacher Geist (Cantata, BWV 43)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	172	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	01:36	18	16	96	0	39	0	10	-18	F#/G♭ Major	4	2024-07-26	5sCjVflC47oytffbk8BKya	undefined	2B	NLY331107199
4	19	Erschienen ist der herrlich. Tag (Cantata BWV67)	Erschienen ist der herrlich' Tag, Cantata BWV 67	83	e47b9a7a-f1e0-4c8a-ae1c-b723de38c7bf		2	62	Erschienen ist der herrlich' Tag	67	Erschienen ist der herrlich' Tag		164	Erschienen ist der herrlich' Tag (Cantata, BWV 67)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:36	23	13	98	0	45	0	10	-18	D#/E♭ Major	1	2024-07-26	0A7rHiXv4dZviWZoBWozCS	undefined	5B	NLY331107200
4	20	Erschienen ist der herrlich. Tag (Cantata BWV145)	Erschienen ist der herrlich' Tag, Cantata BWV 145	84	aa157d5d-36ab-4ee0-aa7d-d556921ddadd		2	63	Erschienen ist der herrlich' Tag	145	Erschienen ist der herrlich' Tag		165	Erschienen ist der herrlich' Tag (Cantata, BWV 145)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	125	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:34	26	9	98	0	40	0	10	-20	D#/E♭ Major	5	2024-07-26	0SmXDdAiDfDWP7JVvlMU5s	undefined	5B	NLY331107201
4	21	Erstanden ist der heilig. Christ BWV306	Erstanden ist der heilig' Christ, BWV 306	85	a5438847-3851-4909-9ab9-a4ce6be90aba		2	64	Erstanden ist der heilig' Christ	306	Erstanden ist der heilig' Christ		166	Erstanden ist der heilig' Christ, BWV 306	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	85	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:36	20	22	93	0	52	0	10	-17	E Major	4	2024-07-26	0l5Jp1k6nRb1DMKP8F2I47	undefined	12B	NLY331107202
4	22	Es ist das Heil uns kommen her (Cantata BWV9)	Es ist das Heil uns kommen her, Cantata BWV 9	87	a42213af-2341-43f8-bc0f-b6645c15f916		2	65	Es ist das Heil uns kommen her	9	Es ist das Heil uns kommen her		167	Es ist das Heil uns kommen her (Cantata, BWV 9)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:53	20	10	95	0	56	0	10	-21	D#/E♭ Major	4	2024-07-26	59Oe92uvqE0LUdtVuud7n6	undefined	5B	NLY331107203
4	23	Es ist das Heil uns kommen her (Cantata BWV155)	Es ist das Heil uns kommen her, Cantata BWV 155	88	1e475fe4-097f-4335-9042-de68d29c4f5d		2	66	Es ist das Heil uns kommen her	155	Es ist das Heil uns kommen her		168	Es ist das Heil uns kommen her (Cantata, BWV 155)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:53	34	14	91	0	62	0	10	-19	E Major	3	2024-07-26	2ZxdsSjg2JgKzrUHwefVDO	undefined	12B	NLY331107204
5	45	Es ist das Heil uns kommen her (Cantata BWV117)	Es ist das Heil uns kommen her, Cantata BWV 117	90	c56708c4-ec08-449f-b8a0-deeabd0d8f59		3	43	Es ist das Heil uns kommen her	117	Es ist das Heil uns kommen her		247	Es ist das Heil uns kommen her (Cantata, BWV 117)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	77	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:41	27	13	94	0	34	0	10	-21	F#/G♭ Major	3	2024-07-26	4Oej29QiqgzMVigcv5Z8Je	undefined	2B	NLY331107283
5	46	Es ist genug; so nimm, Herr, meinen Geist (Cantata BWV60)	Es ist genug; so nimm, Herr, meinen Geist, Cantata BWV 60	91	c5715301-2a29-4ad9-aff1-3990a410e867		3	44	Es ist genug; so nimm, Herr, meinen Geist	60	Es ist genug; so nimm, Herr, meinen Geist		248	Es ist genug; so nimm, Herr, meinen Geist (Cantata, BWV 60)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	81	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	02:14	20	10	96	0	14	0	10	-23	D#/E♭ Major	1	2024-07-26	3TGEfVFsfA7o70UQvrwiJq	undefined	5B	NLY331107284
5	47	Es spricht der Unweisen Mund wohl BWV308	Es spricht der Unweisen Mund wohl, BWV 308	92	847d1825-f992-45ae-a6a7-d9834191f28e		3	45	Es spricht der Unweisen Mund wohl	308	Es spricht der Unweisen Mund wohl		249	Es spricht der Unweisen Mund wohl, BWV 308	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	82	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:55	22	20	95	0	33	0	10	-18	A Major	3	2024-07-26	3uDtYX6M5BdmUE1kvXEqTM	undefined	11B	NLY331107285
5	48	Es steh.n vor Gottes Throne BWV309	Es steh'n vor Gottes Throne, BWV 309	93	a5fdbae3-4f01-42df-ac69-bcbc318e6ecc		3	46	Es steh'n vor Gottes Throne	309	Es steh'n vor Gottes Throne		250	Es steh'n vor Gottes Throne, BWV 309	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	106	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:09	27	14	95	0	44	0	10	-20	F#/G♭ Minor	5	2024-07-26	3qI765urz67XMTpX8orsmc	undefined	11A	NLY331107286
5	49	Es wir schier der letzte Tag herkommen BWV310	Es wir schier der letzte Tag herkommen, BWV 310	94	219dd179-fb8c-4d0c-9f68-58afb3e2d16f		3	47	Es wir schier der letzte Tag herkommen	310	Es wir schier der letzte Tag herkommen		251	Es wir schier der letzte Tag herkommen, BWV 310	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	73	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	00:41	22	11	88	0	32	0	10	-20	D#/E♭ Minor	4	2024-07-26	4ZI28h5iv8L0RvAoIjSukA	undefined	2A	NLY331107287
5	50	Es woll. uns Gott genädig sein BWV312	Es woll' uns Gott genädig sein, BWV 312	96	66f26f41-036e-4460-8929-3f8bf70c9362		3	48	Es woll' uns Gott genädig sein	312	Es woll' uns Gott genädig sein		252	Es woll' uns Gott genädig sein, BWV 312	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	129	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:40	21	12	89	0	11	0	10	-21	G#/A♭ Minor	3	2024-07-26	5CQdRIyLfqWO121q2Wh6c2	undefined	1A	NLY331107288
5	51	Freu dich sehr, o meine Seel (Cantata BWV70)	Freu dich sehr, o meine Seel, Cantata BWV 70	98	f2fdd774-8ddd-44b8-b576-d20b80470a09		3	49	Freu dich sehr, o meine Seel	70	Freu dich sehr, o meine Seel		253	Freu dich sehr, o meine Seel (Cantata, BWV 70)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	98	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:42	23	17	97	0	28	0	10	-18	F#/G♭ Major	3	2024-07-26	0fz8OlBCHoMfENTrvrN8mb	undefined	2B	NLY331107289
5	52	Freu dich sehr, o meine Seele (Cantata BWV39)	Freu dich sehr, o meine Seele, Cantate BWV 39	104	e0ad7af6-5f1a-45ca-babd-05bc10a1e5e5		3	50	Freu dich sehr, o meine Seele	39	Freu dich sehr, o meine Seele		254	Freu dich sehr, o meine Seele (Cantate, BWV 39)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	78	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:59	25	11	93	0	31	0	20	-21	A Major	4	2024-07-26	3VqWlMbAoARRaRNbPdygLz	undefined	11B	NLY331107290
3	5	Freuet euch, ihr Christen alle (Cantata BWV40)	Freuet euch, ihr Christen alle, Cantata BWV 40	105	24a370de-8852-4a68-a12b-5a4e252af30d		2	7	Freuet euch, ihr Christen alle	40	Freuet euch, ihr Christen alle		109	Freuet euch, ihr Christen alle (Cantata, BWV 40)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	2	90	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	02:03	28	14	96	0	32	0	10	-17	E Minor	4	2024-07-26	7o2pIhwrdX0WUuo24ErSd6	undefined	9A	NLY331107145
3	6	Für Freuden laßt uns springen BWV313	Für Freuden laßt uns springen, BWV 313	106	3a232ab1-702f-4162-b705-27d6e743d46c		2	8	Für Freuden laßt uns springen	313	Für Freuden laßt uns springen		110	Für Freuden laßt uns springen, BWV 313	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	85	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:48	39	22	98	0	47	0	10	-17	F#/G♭ Minor	4	2024-07-26	04X7AMJwTnka8zc5E2hQpw	undefined	11A	NLY331107146
3	7	Gelobet seist du, Jesu Christ BWV314	Gelobet seist du, Jesu Christ, BWV 314	107	86050979-f691-4bc7-9547-072c6456364a		2	9	Gelobet seist du, Jesu Christ	314	Gelobet seist du, Jesu Christ		111	Gelobet seist du, Jesu Christ, BWV 314	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	92	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:41	35	26	99	0	27	0	10	-13	G#/A♭ Major	1	2024-07-26	5uCvEXjsFNriJS9o4JtPZH	undefined	4B	NLY331107147
3	8	Gelobet seist du, Jesu Christ (Cantata BWV64)	Gelobet seist du, Jesu Christ, Cantata BWV 64	108	4b47a166-2319-43be-8983-b647deb8cfe7		2	10	Gelobet seist du, Jesu Christ	64	Gelobet seist du, Jesu Christ		112	Gelobet seist du, Jesu Christ (Cantata, BWV 64)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	86	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:40	29	10	91	0	39	0	10	-20	F#/G♭ Major	5	2024-07-26	2pVQ7XrIf6paJUZ2rw78nT	undefined	2B	NLY331107148
3	9	Gelobet seist du, Jesu Christ (Christmas Oratorio)	Gelobet seist du, Jesu Christ, Christmas Oratorio	110	a3c65150-3169-42aa-8e5b-d2c228f8ee76		2	11	Gelobet seist du, Jesu Christ		Gelobet seist du, Jesu Christ		113	Gelobet seist du, Jesu Christ (Christmas Oratorio)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	83	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:43	28	24	95	0	54	0	10	-18	G#/A♭ Major	4	2024-07-26	3a0EcRP6qMc7USrRCnssli	undefined	4B	NLY331107149
5	53	Gib dich zufrieden und sei stille BWV315 1.07(Johannes-Passion)	Gib dich zufrieden und sei stille, BWV 315	111	f630c8b6-1b86-4c7e-a6aa-853bb16b7215		3	51	Gib dich zufrieden und sei stille	315	Gib dich zufrieden und sei stille		255	Gib dich zufrieden und sei stille, BWV 315	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	88	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:07	19	15	96	0	28	0	10	-19	D#/E♭ Minor	4	2024-07-26	3QlYfzIL4p0MUkNRwPqEef	undefined	2A	NLY331107291
6	1	Gott, der du selber bist das Licht BWV316	Gott, der du selber bist das Licht, BWV 316	112	51f860ec-fbf0-49e0-a849-5b6244688bb1		3	52	Gott, der du selber bist das Licht	316	Gott, der du selber bist das Licht		256	Gott, der du selber bist das Licht, BWV 316	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	0	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 3/3	2011-00-00	01:01	22	19	97	0	27	0	10	-19	C♯/D♭ Minor	4	2024-07-26	212HgOvAzCtnpdzryoPeF2	undefined	12A	NLY331107292
3	10	Gott des Himmels und der Erden (Christmas Oratorio)	Gott des Himmels und der Erden, Christmas Oratorio	114	f2027aa5-b9ff-4d3f-84ef-f7790a02c061		2	12	Gott des Himmels und der Erden		Gott des Himmels und der Erden		114	Gott des Himmels und der Erden (Christmas Oratorio)	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	79	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:47	28	15	98	0	58	0	10	-18	G#/A♭ Major	4	2024-07-26	05dq0STbeb17ccXF1zNxNT	undefined	4B	NLY331107150
3	11	Gottes Sohn ist kommen BWV318	Gottes Sohn ist kommen, BWV 318	115	b7c41a80-c62c-481d-acf9-4b31d9c7cb8e		2	13	Gottes Sohn ist kommen	318	Gottes Sohn ist kommen		115	Gottes Sohn ist kommen, BWV 318	Johann Sebastian Bach,Chamber Choir Of Europe,Nicol Matt	1	80	classical, classical piano, choral, requiem	Choral Classics: Bach (Chorales), Vol. 2/3	2011-00-00	00:47	23	24	96	0	58	0	10	-17	F#/G♭ Major	1	2024-07-26	6ipxBMXHDcDIIh6yVqae4X	undefined	2B	NLY331107151
